id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaodefluente;val_vazaonatural;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-15 00:00:00;74;7;99;10478;8521;230;8751;10932;8285;-9;86
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-16 00:00:00;74;7;100;10027;8065;230;8295;10658;8088;-10;87
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-17 00:00:00;74;8;99;9933;10050;230;10280;10223;7736;-10;88
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-18 00:00:00;74;9;99;9443;12326;230;12556;9934;7537;-11;88
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-19 00:00:00;74;8;99;8908;9368;230;9598;9665;7364;-12;89
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-20 00:00:00;74;7;99;8992;9222;115;9337;9396;7187;-12;89
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-21 00:00:00;74;6;99;9191;6775;0;6775;9034;6899;-13;90
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-22 00:00:00;74;7;99;8916;7532;0;7532;8681;6595;-14;90
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-23 00:00:00;74;6;100;7909;7216;0;7216;8222;6170;-15;91
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-24 00:00:00;74;7;99;7485;8178;0;8178;7780;5753;-15;92
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-25 00:00:00;74;7;99;6841;7534;0;7534;7344;5345;-16;92
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-26 00:00:00;74;6;99;6800;5761;0;5761;7000;5038;-17;93
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-27 00:00:00;74;6;99;6673;6673;0;6673;6662;4739;-17;93
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-28 00:00:00;74;6;100;6344;5997;0;5997;6390;4509;-18;94
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-29 00:00:00;74;6;99;6001;6625;0;6625;6096;4263;-19;94
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-30 00:00:00;74;6;99;5592;5661;0;5661;5836;4039;-19;95
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-05-31 00:00:00;74;6;99;5391;5044;0;5044;5633;3857;-20;96
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-01 00:00:00;74;5;100;5217;4523;0;4523;5462;3702;-20;96
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-02 00:00:00;74;5;100;5010;4732;0;4732;5309;3570;-21;97
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-03 00:00:00;74;6;99;4791;6178;0;6178;5155;3445;-21;97
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-04 00:00:00;74;7;99;4583;7556;0;7556;5000;3332;-21;98
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-05 00:00:00;74;6;98;4417;6139;0;6139;4821;3196;-22;98
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-06 00:00:00;74;6;98;4549;5992;0;5992;4663;3077;-22;99
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-07 00:00:00;74;6;98;4655;5341;0;5341;4497;2933;-22;100
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-08 00:00:00;74;5;98;4731;4457;0;4457;4375;2820;-22;100
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-09 00:00:00;74;5;98;4372;4646;0;4646;4254;2703;-22;101
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-10 00:00:00;74;5;98;4357;4974;0;4974;4138;2603;-22;101
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-11 00:00:00;74;5;98;4309;4446;0;4446;4009;2503;-22;102
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-12 00:00:00;74;5;98;4270;4886;0;4886;3893;2426;-22;102
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-13 00:00:00;74;6;97;4302;5191;0;5191;3759;2330;-22;103
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-14 00:00:00;74;5;97;4266;4744;0;4744;3652;2253;-22;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-15 00:00:00;74;6;97;4109;5338;0;5338;3550;2173;-21;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-16 00:00:00;74;5;97;3871;4689;0;4689;3457;2094;-21;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-17 00:00:00;74;6;96;3518;5695;0;5695;3374;2022;-21;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-18 00:00:00;73;6;96;3375;5614;0;5614;3313;1969;-20;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-19 00:00:00;73;6;95;3280;5039;0;5039;3248;1915;-20;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-20 00:00:00;73;5;95;3384;4195;0;4195;3187;1866;-19;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-21 00:00:00;73;5;95;3381;4326;0;4326;3115;1810;-18;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-22 00:00:00;73;5;95;3266;4479;0;4479;3049;1762;-18;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-23 00:00:00;73;5;95;3051;4262;0;4262;2979;1713;-17;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-24 00:00:00;73;5;94;2931;4610;0;4610;2913;1665;-17;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-25 00:00:00;73;5;94;2925;5002;0;5002;2869;1636;-16;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-26 00:00:00;73;6;93;2981;5453;0;5453;2826;1607;-15;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-27 00:00:00;73;6;93;3208;5406;0;5406;2782;1572;-14;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-28 00:00:00;73;6;92;3277;5669;0;5669;2740;1539;-14;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-29 00:00:00;73;6;92;3178;4636;0;4636;2701;1509;-13;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-06-30 00:00:00;73;5;92;3015;4008;0;4008;2658;1476;-12;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-01 00:00:00;73;5;91;2862;3920;0;3920;2612;1437;-12;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-02 00:00:00;73;5;91;2838;3696;0;3696;2576;1410;-11;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-03 00:00:00;73;5;91;2844;4097;0;4097;2534;1375;-11;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-04 00:00:00;73;5;91;2864;3259;0;3259;2500;1348;-10;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-05 00:00:00;73;5;90;2789;4303;0;4303;2462;1319;-10;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-06 00:00:00;73;5;90;2761;4272;0;4272;2420;1287;-9;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-07 00:00:00;73;5;90;2674;3068;0;3068;2377;1257;-9;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-08 00:00:00;73;5;90;2516;3631;0;3631;2329;1223;-8;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-09 00:00:00;73;5;89;2457;4355;0;4355;2273;1182;-8;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-10 00:00:00;73;5;89;2347;4632;0;4632;2219;1142;-8;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-11 00:00:00;72;5;88;2301;3994;0;3994;2180;1113;-7;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-12 00:00:00;72;5;88;2265;4215;0;4215;2146;1087;-7;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-13 00:00:00;72;5;88;2233;3919;0;3919;2130;1075;-7;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-14 00:00:00;72;5;87;2248;3478;0;3478;2102;1052;-7;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-15 00:00:00;72;5;87;2245;3602;0;3602;2072;1027;-7;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-16 00:00:00;72;5;87;2169;3717;0;3717;2045;1008;-7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-17 00:00:00;72;5;86;2133;4000;0;4000;2020;992;-7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-18 00:00:00;72;5;86;2141;3811;0;3811;1987;968;-7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-19 00:00:00;72;5;86;2177;4163;0;4163;1967;958;-7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-20 00:00:00;72;5;85;2139;3610;0;3610;1936;936;-7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-21 00:00:00;72;5;85;2146;3550;0;3550;1913;920;-7;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-22 00:00:00;72;5;84;2077;3860;0;3860;1885;898;-7;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-23 00:00:00;72;5;84;2117;3642;0;3642;1866;885;-8;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-24 00:00:00;72;5;84;2115;3637;0;3637;1839;863;-8;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-25 00:00:00;72;5;83;2118;3637;0;3637;1828;862;-8;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-26 00:00:00;72;5;83;2080;3659;0;3659;1799;844;-8;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-27 00:00:00;72;5;83;2095;3607;0;3607;1777;834;-8;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-28 00:00:00;72;5;82;2043;3804;0;3804;1754;822;-9;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-29 00:00:00;72;5;82;2071;4328;0;4328;1736;814;-9;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-30 00:00:00;71;5;81;2061;4311;0;4311;1718;797;-9;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-07-31 00:00:00;71;5;81;2048;3731;0;3731;1702;788;-9;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-01 00:00:00;71;5;81;2018;3697;0;3697;1679;771;-9;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-02 00:00:00;71;5;80;2002;3677;0;3677;1666;762;-9;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-03 00:00:00;71;5;80;1999;3546;0;3546;1657;755;-10;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-04 00:00:00;71;5;80;2015;3003;0;3003;1642;738;-10;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-05 00:00:00;71;5;79;2009;3242;0;3242;1635;729;-10;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-06 00:00:00;71;5;79;1933;3471;0;3471;1630;726;-10;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-07 00:00:00;71;5;79;1956;4042;0;4042;1607;712;-9;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-08 00:00:00;71;5;78;1992;4559;0;4559;1581;701;-9;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-09 00:00:00;71;5;78;1971;3920;0;3920;1565;702;-9;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-10 00:00:00;71;5;77;1966;4030;0;4030;1542;697;-9;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-11 00:00:00;71;4;77;1928;2776;0;2776;1497;666;-8;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-12 00:00:00;71;5;77;1938;3087;0;3087;1456;633;-8;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-13 00:00:00;71;4;77;1911;2696;0;2696;1432;613;-8;114
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-14 00:00:00;71;4;76;1909;2633;0;2633;1428;607;-7;114
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-15 00:00:00;71;4;76;1943;2606;0;2606;1426;601;-7;114
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-16 00:00:00;71;4;76;1965;2627;0;2627;1432;599;-6;114
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-17 00:00:00;71;5;76;1955;3217;0;3217;1450;610;-5;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-18 00:00:00;71;4;76;1953;2673;0;2673;1456;610;-5;113
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-19 00:00:00;71;4;76;2005;2664;0;2664;1465;616;-4;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-20 00:00:00;71;4;75;1932;2590;0;2590;1455;606;-3;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-21 00:00:00;71;4;75;1993;2591;0;2591;1434;590;-2;112
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-22 00:00:00;71;4;75;1928;2943;0;2943;1412;573;-1;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-23 00:00:00;70;5;75;1893;3085;0;3085;1390;559;0;111
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-24 00:00:00;70;4;75;1946;2660;0;2660;1365;545;1;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-25 00:00:00;70;4;74;1881;2653;0;2653;1353;541;2;110
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-26 00:00:00;70;4;74;1926;2638;0;2638;1353;549;3;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-27 00:00:00;70;4;74;1909;2680;0;2680;1339;543;4;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-28 00:00:00;70;4;74;1926;2695;0;2695;1338;553;5;109
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-29 00:00:00;70;4;74;1888;2597;0;2597;1332;552;6;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-30 00:00:00;70;4;74;1906;2732;0;2732;1324;553;7;108
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-08-31 00:00:00;70;4;73;1913;2444;0;2444;1307;541;9;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-01 00:00:00;70;4;73;1916;2623;0;2623;1292;531;10;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-02 00:00:00;70;4;73;1878;2642;0;2642;1280;519;11;107
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-03 00:00:00;70;4;73;1841;2839;0;2839;1280;521;12;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-04 00:00:00;70;5;73;1845;3076;0;3076;1275;519;13;106
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-05 00:00:00;70;4;72;1931;2925;0;2925;1268;518;14;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-06 00:00:00;70;4;72;1908;2667;0;2667;1277;531;15;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-07 00:00:00;70;4;72;1849;2782;0;2782;1285;545;16;105
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-08 00:00:00;70;4;72;1926;3032;0;3032;1278;539;17;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-09 00:00:00;70;5;72;1844;3237;0;3237;1269;524;18;104
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-10 00:00:00;70;5;71;1810;3026;0;3026;1276;522;19;103
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-11 00:00:00;70;4;71;1872;2623;0;2623;1259;501;20;103
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-12 00:00:00;70;4;71;2090;2667;0;2667;1236;482;21;103
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-13 00:00:00;70;4;71;2458;2689;0;2689;1222;480;21;102
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-14 00:00:00;70;4;71;2601;2659;0;2659;1193;472;22;102
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-15 00:00:00;70;4;71;2821;2591;0;2591;1161;462;23;101
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-16 00:00:00;70;4;71;2696;2638;0;2638;1133;454;23;99
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-17 00:00:00;70;4;71;2399;2687;0;2687;1120;455;24;97
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-18 00:00:00;70;4;71;2020;2596;0;2596;1110;453;24;95
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-19 00:00:00;70;4;71;1804;2725;0;2725;1095;441;25;92
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-20 00:00:00;70;4;70;1844;2591;0;2591;1100;445;25;90
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-21 00:00:00;70;4;70;1997;2743;0;2743;1095;440;25;88
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-22 00:00:00;70;4;70;2280;2681;0;2681;1098;445;25;86
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-23 00:00:00;70;5;70;2363;3908;0;3908;1086;435;25;83
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-24 00:00:00;70;5;69;2106;4558;0;4558;1086;441;26;81
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-25 00:00:00;70;5;69;1759;4539;0;4539;1066;430;26;79
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-26 00:00:00;69;5;68;1663;4990;0;4990;1069;436;25;77
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-27 00:00:00;69;5;67;1661;5023;0;5023;1060;422;25;74
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-28 00:00:00;69;5;67;1745;3362;0;3362;1079;427;25;72
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-29 00:00:00;69;4;67;1754;2699;0;2699;1100;429;25;70
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-09-30 00:00:00;69;5;66;1810;3917;0;3917;1112;420;25;68
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-01 00:00:00;69;5;66;1774;4203;0;4203;1117;411;25;66
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-02 00:00:00;69;6;65;1648;6089;0;6089;1118;411;25;63
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-03 00:00:00;69;6;64;1761;5079;0;5079;1098;401;25;61
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-04 00:00:00;69;5;63;1843;4546;0;4546;1073;396;25;59
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-05 00:00:00;69;5;63;1929;3436;0;3436;1057;403;24;57
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-06 00:00:00;69;4;63;1933;2685;0;2685;1035;405;24;54
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-07 00:00:00;68;5;62;1786;4889;0;4889;1016;406;24;52
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-08 00:00:00;68;6;61;1702;5896;0;5896;1010;412;24;50
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-09 00:00:00;68;6;60;1631;6679;0;6679;999;402;24;48
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-10 00:00:00;68;6;59;1688;5647;0;5647;1009;403;24;45
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-11 00:00:00;68;5;59;1624;3694;0;3694;1029;403;24;43
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-12 00:00:00;68;4;58;1688;2720;0;2720;1061;405;24;41
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-13 00:00:00;68;4;58;1707;2685;0;2685;1086;398;24;39
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-14 00:00:00;68;4;58;1752;2677;0;2677;1119;406;24;36
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-15 00:00:00;68;4;58;1831;2856;0;2856;1132;403;24;34
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-16 00:00:00;68;5;57;1803;4917;0;4917;1134;400;25;34
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-17 00:00:00;67;6;56;1815;7931;0;7931;1129;397;25;34
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-18 00:00:00;67;7;54;1928;8213;0;8213;1128;394;25;33
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-19 00:00:00;67;5;54;2164;4290;0;4290;1141;390;25;33
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-20 00:00:00;67;5;54;2399;3335;0;3335;1181;383;25;33
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-21 00:00:00;67;5;54;2559;3248;0;3248;1241;373;26;33
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-22 00:00:00;67;5;53;2537;4107;0;4107;1321;375;26;32
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-23 00:00:00;67;5;53;2346;5276;0;5276;1400;377;26;32
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-24 00:00:00;67;6;52;2216;4886;0;4886;1466;382;27;32
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-25 00:00:00;67;5;51;2080;4108;0;4108;1511;391;27;31
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-26 00:00:00;66;5;51;2115;4662;0;4662;1546;406;27;31
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-27 00:00:00;66;5;50;2253;4548;0;4548;1580;417;28;31
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-28 00:00:00;66;5;50;2455;3360;0;3360;1618;430;28;31
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-29 00:00:00;66;5;50;2435;3909;0;3909;1646;441;29;30
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-30 00:00:00;66;5;49;2351;5002;0;5002;1661;451;29;30
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-10-31 00:00:00;66;6;49;2570;5864;0;5864;1681;467;29;30
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-01 00:00:00;66;5;48;2802;4534;0;4534;1707;479;30;29
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-02 00:00:00;66;5;48;2898;4718;0;4718;1737;482;30;29
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-03 00:00:00;66;5;47;2690;4689;0;4689;1784;499;31;29
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-04 00:00:00;66;6;47;2336;5989;0;5989;1832;521;31;29
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-05 00:00:00;65;6;46;2071;6114;0;6114;1850;522;31;28
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-06 00:00:00;65;6;45;1939;5774;0;5774;1869;539;31;28
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-07 00:00:00;65;6;44;2000;5951;0;5951;1874;558;31;28
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-08 00:00:00;65;6;43;2433;5822;0;5822;1869;566;31;27
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-09 00:00:00;65;5;43;2699;4895;0;4895;1891;588;32;27
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-10 00:00:00;65;5;42;2873;4743;0;4743;1963;627;32;27
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-11 00:00:00;65;6;41;2955;6927;0;6927;2065;661;32;27
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-12 00:00:00;64;6;40;2865;6877;0;6877;2192;702;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-13 00:00:00;64;6;40;2736;6403;0;6403;2343;772;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-14 00:00:00;64;6;39;3012;5365;0;5365;2548;882;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-15 00:00:00;64;5;39;3646;4923;0;4923;2834;1041;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-16 00:00:00;64;6;39;4208;5481;0;5481;3169;1206;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-17 00:00:00;64;5;38;4237;5083;0;5083;3464;1314;31;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-18 00:00:00;64;6;38;4234;5710;0;5710;3733;1423;30;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-19 00:00:00;64;6;38;4137;6655;0;6655;3891;1461;30;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-20 00:00:00;64;6;37;4487;6988;0;6988;3975;1458;30;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-21 00:00:00;63;6;36;4542;7645;0;7645;3982;1411;29;26
N;Norte;RCU;TOCANTINS;NORTE;TUCURUI;275;2024-11-22 00:00:00;63;7;35;4733;8628;0;8628;4056;1449;28;26
